userid,label,gender,age,province
111157213995,0,nan,nan,2
111157216392,0,nan,nan,1
111157216914,0,nan,nan,7
111157216917,0,nan,nan,1
111157216990,0,female,80,1
111157216991,1,nan,nan,1
111157216997,1,female,90,1
111157246058,0,nan,nan,12
111157280614,0,female,nan,13
111157285099,0,nan,nan,19
111157285498,0,male,80,2
111157285513,0,male,nan,4
111157285910,0,female,nan,0
111157313016,1,female,80,1
111157313098,1,nan,nan,1
111157313115,0,male,nan,19
111157313116,1,nan,nan,1
111157313214,0,female,70,2
111157313217,0,nan,nan,12
111157313297,0,female,nan,1
111157313390,0,male,90,8
111157313398,0,male,70,0
111157313495,1,nan,nan,2
111157313513,0,nan,nan,1
111157313590,0,nan,nan,1
111157313692,0,nan,nan,2
111157313694,0,nan,nan,10
111157316991,0,nan,nan,7
111157385291,0,male,nan,2
111157385693,0,nan,nan,1
111157480016,1,male,70,14
111157480018,0,female,nan,1
111157480211,0,nan,nan,7
111157480219,0,female,nan,1
111157480517,0,female,nan,0
111157480690,0,nan,nan,2
111157480810,0,nan,nan,1
111157485397,1,nan,nan,19
111157485495,0,nan,nan,7
111157485596,0,male,nan,2
111157485711,0,nan,nan,2
111157485891,0,nan,nan,2
111157485895,0,nan,nan,1
111157513295,0,female,nan,23
111157513311,0,nan,nan,1
111157513498,0,nan,nan,6
111157513615,1,nan,nan,2
111157513892,0,female,nan,0
111157513912,0,female,nan,0
111157513996,0,nan,nan,7
111157546050,0,female,nan,2
111157548756,0,male,60,7
111157580217,0,female,80,0
111157580617,0,nan,nan,7
111157585015,0,nan,nan,7
111157585091,0,nan,nan,4
111157585098,0,nan,nan,12
111157585115,1,nan,80,5
111157585199,0,nan,nan,7
111157585217,0,nan,nan,8
111157585314,0,nan,nan,2
111157585497,0,female,nan,0
111157585510,0,nan,nan,12
111157585690,1,female,nan,2
111157585710,0,male,nan,1
111157585812,0,nan,nan,2
111157613012,0,female,80,12
111157613015,0,nan,nan,12
111157613215,1,female,80,12
111157613293,0,nan,nan,2
111157613497,0,female,90,7
111157613612,0,nan,nan,1
111157613697,0,nan,nan,16
111157613992,0,nan,nan,2
111157613994,0,nan,nan,1
111157616390,1,nan,nan,2
111157648357,0,male,nan,26
111157680010,0,nan,nan,2
111157680293,0,female,nan,8
111157680613,0,nan,nan,4
111157680618,0,nan,nan,1
111157680699,1,nan,nan,1
111157685097,1,female,nan,2
111157685312,0,female,nan,1
111157685313,0,nan,nan,1
111157685495,0,nan,80,1
111157685510,1,nan,nan,17
111157685517,1,male,nan,2
111157685597,0,female,nan,8
111157685693,1,male,80,1
111157685796,1,nan,70,1
111157685992,0,female,nan,2
111157713095,0,nan,nan,2
111157713392,1,nan,nan,2
111157713513,0,nan,nan,15
111157713612,0,female,nan,1
111157713613,0,male,80,2
111157713716,0,female,80,4
111157713718,0,nan,nan,28
111157713798,0,nan,nan,15
111157713810,0,male,nan,1
111157713891,1,female,nan,1
111157713998,0,nan,nan,4
111157716311,0,female,90,2
111157716390,1,female,nan,1
111157716391,1,nan,nan,4
111157716399,1,nan,80,14
111157716996,0,nan,nan,7
111157716999,1,nan,nan,0
111157748354,0,nan,nan,1
111157785113,0,nan,nan,7
111157785617,0,nan,nan,12
111157785996,1,male,nan,0
111157813096,1,nan,nan,1
111157813114,0,nan,nan,2
111157813293,0,nan,60,12
111157813492,1,nan,nan,12
111157813610,0,nan,nan,4
111157813792,0,nan,nan,5
111157816311,0,nan,nan,5
111157816394,0,male,nan,0
111157848759,1,nan,nan,1
111157885091,0,nan,nan,0
111157885099,0,nan,nan,5
111157885119,1,nan,nan,2
111157885519,0,nan,nan,1
111157885590,0,nan,nan,2
111157885711,0,female,nan,4
111157885795,0,nan,nan,2
111157885896,0,male,nan,1
111157885911,0,female,nan,2
111157885917,0,male,nan,0
111157913111,1,female,80,0
111157913113,0,nan,nan,0
111157913298,0,female,nan,0
111157913316,0,nan,nan,0
111157913399,0,nan,nan,0
111157913498,0,nan,nan,0
111157913618,1,male,80,0
111157913792,1,female,nan,0
111157913793,0,male,70,0
111157913819,0,nan,nan,0
111157913999,0,nan,nan,0
111157916112,0,nan,nan,0
111157916397,0,nan,nan,0
111157916917,0,nan,nan,13
111157916991,0,male,90,0
111157948350,1,nan,nan,17
111157985010,0,nan,nan,2
111157985011,0,male,nan,1
111157985115,1,nan,nan,1
111157985118,0,nan,nan,4
111158013094,0,nan,nan,1
111158013415,0,nan,nan,1
111158013416,1,nan,nan,0
111158013515,0,female,70,15
111158013590,0,nan,80,2
111158013693,0,female,nan,4
111158013712,1,nan,nan,1
111158013713,0,nan,nan,0
111158013790,1,nan,nan,12
111158013793,0,nan,nan,1
111158013810,0,nan,nan,1
111158013910,1,nan,nan,7
111158013914,0,nan,nan,13
111158013992,0,nan,nan,1
111158016111,1,nan,nan,14
111158016198,0,nan,nan,2
111158016315,0,nan,nan,21
111158016399,0,male,nan,12
111158016995,0,male,nan,2
111158046857,1,male,nan,1
111158080093,0,nan,nan,8
111158080098,0,female,nan,4
111158080099,0,female,80,16
111158080216,0,nan,nan,1
111158080299,0,male,nan,16
111158080414,0,nan,nan,7
111158080415,1,nan,nan,2
111158080594,0,male,80,4
111158080595,0,nan,nan,8
111158080797,0,nan,nan,0
111158085019,0,nan,nan,4
111158085113,0,female,nan,1
111158085197,0,nan,nan,19
111158085213,0,nan,nan,1
111158085296,0,nan,nan,1
111158085310,0,nan,nan,1
111158085312,1,nan,nan,2
111158085414,0,nan,nan,15
111158085511,0,nan,nan,2
111158085514,0,female,70,13
111158085518,0,male,80,1
111158085610,0,nan,nan,4
111158085613,0,nan,nan,2
111158085693,0,nan,nan,2
111158085710,0,nan,nan,17
111158085719,1,nan,nan,4
111158085796,0,nan,nan,23
111158085814,0,nan,nan,1
111158085815,1,male,90,23
111158085892,0,female,90,23
111158085991,1,nan,nan,4
111158113090,0,nan,nan,2
111158113199,0,nan,nan,2
111158113599,0,nan,nan,16
111158113717,0,female,70,26
111158113792,1,nan,nan,1
111158113895,0,nan,nan,1
111158116113,0,nan,nan,12
111158116192,0,female,80,4
111158116197,0,nan,nan,3
111158116311,0,nan,nan,5
111158116914,0,nan,nan,1
111158116990,1,nan,nan,2
111158116999,0,nan,nan,13
111158146058,1,female,nan,1
111158146252,0,nan,nan,1
111158146253,0,nan,nan,4
111158180215,0,nan,nan,2
111158180217,1,nan,nan,7
111158180219,0,nan,nan,2
111158180494,0,male,nan,21
111158180495,0,nan,nan,6
111158180817,0,nan,nan,15
111158180994,1,nan,nan,2
111158180996,0,nan,nan,4
111158185095,0,nan,nan,12
111158185115,0,female,nan,26
111158185198,0,nan,nan,1
111158185315,0,female,80,13
111158185317,0,nan,nan,4
111158185391,0,nan,nan,1
111158185419,0,nan,nan,1
111158185595,0,nan,nan,12
111158185696,0,nan,nan,1
111158185713,0,nan,nan,1
111158185714,0,nan,nan,2
111158185811,0,female,nan,2
111158185913,1,nan,nan,4
111158213113,0,nan,nan,1
111158213198,0,female,nan,2
111158213292,0,nan,nan,21
111158213313,0,nan,90,1
111158213618,0,nan,nan,2
111158213714,0,nan,nan,1
111158213794,1,nan,nan,4
111158216310,0,nan,80,26
111158216395,0,nan,nan,1
111158246955,0,nan,nan,2
111158248552,0,nan,nan,1
111158248555,0,nan,nan,12
111158248556,0,nan,nan,2
111158280017,0,nan,nan,0
111158280110,0,nan,nan,23
111158280191,0,nan,nan,13
111158280196,0,female,nan,7
111158280214,1,nan,nan,7
111158280315,0,nan,nan,1
111158280391,0,nan,nan,2
111158280411,0,nan,nan,1
111158280496,0,nan,nan,2
111158280511,1,nan,nan,1
111158280517,1,nan,nan,1
111158280695,0,nan,nan,1
111158280813,0,male,nan,0
111158280895,0,nan,nan,1
111158284215,0,male,80,2
111158284219,1,nan,nan,10
111158285090,0,nan,nan,1
111158285093,0,nan,nan,2
111158285194,0,nan,nan,1
111158285217,0,male,nan,7
111158285390,0,nan,nan,1
111158285412,0,nan,nan,1
111158285419,0,nan,nan,2
111158285490,1,nan,nan,1
111158285491,0,female,80,13
111158285599,0,nan,nan,2
111158285897,0,nan,nan,4
111158285918,0,nan,nan,12
111158313013,0,nan,nan,25
111158313017,0,nan,70,2
111158313018,0,nan,nan,13
111158313119,0,male,80,0
111158313392,0,nan,nan,17
111158313398,1,nan,nan,1
111158313412,0,nan,nan,2
111158313490,0,nan,nan,1
111158313610,0,nan,nan,7
111158313711,0,nan,nan,7
111158316312,0,nan,nan,9
111158316315,0,nan,nan,2
111158316392,0,nan,nan,8
111158316394,0,nan,nan,7
111158316396,0,nan,nan,7
111158316917,0,nan,nan,4
111158346055,0,nan,nan,2
111158346851,0,nan,nan,4
111158348352,0,nan,nan,4
111158348557,0,male,70,7
111158385010,1,nan,nan,1
111158385018,0,nan,nan,1
111158385093,0,nan,nan,2
111158385194,1,nan,nan,1
111158385198,0,nan,nan,8
111158385199,0,nan,nan,15
111158385216,1,female,80,8
111158385414,0,male,80,1
111158385490,0,nan,nan,1
111158385494,0,nan,nan,7
111158385499,0,nan,nan,2
111158385512,0,nan,nan,4
111158385613,0,female,90,3
111158385817,0,female,nan,3
111158385895,1,female,80,2
111158413019,0,nan,nan,2
111158413090,0,nan,nan,1
111158413118,0,male,nan,0
111158413197,0,nan,nan,2
111158413214,0,nan,nan,7
111158413394,0,nan,nan,1
111158413414,0,nan,nan,16
111158413610,0,nan,nan,1
111158413619,0,nan,nan,1
111158413718,0,male,nan,1
111158413795,1,nan,nan,2
111158413796,0,nan,nan,1
111158413915,0,nan,nan,7
111158416114,0,male,nan,4
111158416118,0,nan,nan,1
111158416198,0,male,nan,12
111158416313,0,nan,nan,1
111158416993,0,nan,nan,2
111158446050,0,male,nan,0
111158446055,0,nan,nan,1
111158480092,0,nan,nan,1
111158480093,0,nan,nan,4
111158480096,1,female,nan,1
111158480290,0,nan,nan,1
111158480690,0,nan,nan,2
111158480712,0,nan,nan,1
111158480793,0,female,nan,19
111158485013,0,nan,nan,17
111158485099,0,female,nan,1
111158485190,0,nan,nan,1
111158485290,0,nan,nan,1
111158485392,0,nan,nan,7
111158485417,0,nan,nan,4
111158485611,0,nan,nan,1
111158485690,0,nan,nan,1
111158485910,0,nan,nan,15
111158485915,0,nan,nan,15
111158485993,0,nan,nan,0
111158513091,0,nan,90,1
111158513094,0,nan,nan,0
111158513191,1,male,70,7
111158513293,0,nan,nan,2
111158513591,0,female,nan,4
111158513619,0,nan,nan,2
111158513699,0,nan,nan,2
111158513897,0,male,70,12
111158513910,0,nan,nan,14
111158513916,0,nan,nan,2
111158516315,0,male,80,2
111158516991,0,male,nan,1
111158516998,0,nan,nan,5
111158580017,1,nan,nan,1
111158580096,0,male,nan,23
111158580099,0,nan,nan,4
111158580214,1,nan,nan,1
111158580614,0,female,nan,0
111158580618,0,nan,nan,2
111158585216,1,male,nan,1
111158585393,0,female,80,4
111158585397,0,nan,nan,21
111158585413,0,nan,nan,2
111158585591,0,female,nan,2
111158585618,0,male,nan,2
111158585717,0,nan,nan,12
111158585793,1,nan,nan,1
111158585912,0,female,80,5
111158585913,0,nan,nan,1
111158585992,1,female,nan,1
111158613118,1,nan,nan,4
111158613214,0,female,90,4
111158613515,0,nan,nan,4
111158613693,0,nan,nan,5
111158613719,0,nan,nan,1
111158613893,0,nan,nan,1
111158613898,0,nan,nan,2
111158616118,0,nan,nan,1
111158616190,0,male,80,1
111158616315,0,nan,nan,1
111158616390,0,nan,nan,2
111158616393,0,nan,nan,7
111158680191,0,nan,nan,1
111158680192,0,nan,nan,4
111158680418,0,nan,nan,2
111158680490,0,nan,nan,1
111158680513,0,nan,nan,4
111158680516,1,nan,nan,2
111158680590,0,nan,nan,4
111158680597,0,male,nan,0
111158680890,0,nan,nan,8
111158680910,0,female,nan,2
111158680995,0,nan,nan,2
111158685015,0,female,80,0
111158685298,0,female,nan,12
111158685495,0,nan,nan,1
111158685512,0,nan,nan,12
111158685597,1,nan,nan,1
111158685613,1,nan,nan,1
111158685698,0,nan,nan,12
111158685712,0,male,nan,16
111158685792,1,female,80,1
111158685899,0,nan,nan,1
111158685998,0,male,70,0
111158713112,1,nan,nan,7
111158713214,0,nan,nan,1
111158713313,0,nan,nan,1
111158713314,0,nan,nan,1
111158713393,1,nan,nan,1
111158713497,0,nan,nan,7
111158713519,0,nan,80,7
111158713616,0,nan,nan,12
111158713617,0,female,70,4
111158713690,0,nan,nan,12
111158713711,0,nan,nan,8
111158713893,0,nan,80,7
111158716310,0,nan,nan,1
111158716317,0,nan,nan,1
111158746252,0,male,70,15
111158780216,0,nan,nan,2
111158780510,0,nan,80,1
111158780690,0,nan,nan,10
111158780799,0,nan,nan,2
111158785011,1,nan,nan,2
111158785013,0,male,90,2
111158785217,0,nan,nan,7
111158785299,0,nan,nan,4
111158785419,0,female,80,1
111158785591,1,male,nan,2
111158785618,0,nan,nan,0
111158785619,1,female,nan,5
111158785697,0,nan,70,2
111158785810,0,nan,nan,17
111158785811,0,female,nan,1
111158785897,0,nan,nan,8
111158813090,0,nan,nan,2
111158813093,0,male,80,4
111158813099,0,nan,nan,12
111158813194,1,nan,nan,8
111158813199,0,nan,nan,7
111158813216,0,nan,nan,2
111158813219,0,male,70,13
111158813298,0,female,nan,1
111158813397,0,nan,nan,1
111158813412,0,nan,nan,1
111158813418,0,nan,nan,12
111158813597,0,nan,nan,2
111158813790,0,nan,nan,4
111158813894,0,nan,nan,12
111158813913,0,nan,nan,1
111158813919,0,nan,nan,18
111158813990,0,nan,nan,8
111158816118,0,nan,nan,4
111158816998,1,male,80,7
111158848559,0,nan,nan,4
111158848759,0,male,nan,12
111158880018,0,nan,nan,4
111158880019,0,male,70,2
111158880218,1,nan,nan,1
111158880413,0,female,80,8
111158880511,0,nan,nan,1
111158880598,1,nan,nan,2
111158880614,1,nan,nan,1
111158880691,0,nan,nan,7
111158880715,0,female,nan,0
111158880798,0,nan,nan,2
111158885012,0,female,80,1
111158885296,0,nan,nan,29
111158885311,0,nan,nan,1
111158885496,1,nan,nan,2
111158885716,0,nan,nan,12
111158885796,0,nan,nan,15
111158885892,0,nan,nan,1
111158885893,0,nan,nan,2
111158913110,0,nan,nan,1
111158913190,0,male,70,12
111158913194,1,nan,nan,5
111158913212,0,nan,nan,0
111158913290,0,nan,nan,1
111158913297,0,nan,nan,1
111158913315,0,male,nan,2
111158913499,0,nan,nan,2
111158913612,0,nan,nan,1
111158913614,0,nan,nan,7
111158913797,0,nan,nan,1
111158913798,0,nan,nan,16
111158913812,0,nan,nan,9
111158913898,0,nan,90,7
111158913993,0,nan,nan,0
111158916115,1,female,80,8
111158916391,0,nan,nan,2
111158948551,0,female,nan,1
111158948755,0,nan,nan,1
111158980613,1,nan,nan,8
111158985012,0,nan,nan,2
111158985194,0,nan,nan,19
111158985198,0,nan,nan,1
111158985212,0,nan,nan,12
111158985213,0,nan,nan,2
111158985295,0,nan,nan,2
111158985314,0,nan,nan,15
111158985318,0,male,80,4
111158985597,0,female,nan,1
111158985598,0,nan,nan,7
111158985614,0,nan,nan,12
111158985691,0,nan,nan,1
111158985713,0,nan,nan,7
111158985714,1,nan,nan,0
111158985796,0,female,nan,7
111158985798,1,nan,80,1
111158985995,1,nan,nan,1
111159013212,0,nan,nan,1
111159013417,0,nan,nan,1
111159013594,0,female,nan,0
111159013798,1,male,nan,2
111159013897,0,nan,nan,8
111159016110,1,male,70,2
111159016310,1,female,nan,0
111159016399,0,nan,nan,12
111159046456,0,nan,nan,1
111159048559,0,nan,nan,2
111159085192,0,nan,nan,2
111159085193,0,nan,nan,8
111159085215,0,nan,nan,1
111159085411,1,nan,nan,2
111159085512,0,male,nan,2
111159085518,0,female,nan,8
111159085590,0,nan,nan,14
111159085619,0,nan,nan,3
111159085718,1,nan,nan,0
111159085913,1,nan,nan,4
111159113091,0,nan,nan,4
111159113116,0,male,nan,2
111159113215,1,male,70,1
111159113318,0,nan,nan,15
111159113499,0,nan,nan,2
111159113617,0,nan,nan,17
111159113695,0,nan,nan,26
111159113793,0,nan,nan,0
111159113890,0,nan,nan,2
111159113895,0,female,nan,8
111159113911,0,nan,nan,2
111159113914,0,nan,nan,1
111159116310,0,female,nan,1
111159146257,0,female,nan,2
111159148351,1,male,nan,2
111159180210,0,nan,nan,2
111159180214,1,nan,nan,2
111159180216,0,nan,nan,0
111159180495,0,female,nan,0
111159180595,1,nan,nan,4
111159180598,1,male,60,0
111159180694,0,nan,nan,4
111159180814,0,female,80,1
111159180816,0,nan,nan,7
111159180892,0,nan,80,13
111159180913,0,nan,nan,0
111159185092,0,male,nan,2
111159185216,0,nan,nan,1
111159185398,0,nan,nan,12
111159185416,1,nan,nan,2
111159185611,0,nan,nan,1
111159185614,0,nan,nan,7
111159185691,0,nan,nan,1
111159185793,0,nan,nan,2
111159185995,1,male,nan,1
111159213017,1,male,nan,1
111159213213,0,female,nan,2
111159213392,0,nan,nan,4
111159213793,0,nan,nan,5
111159213998,0,female,nan,1
111159280011,0,nan,nan,1
111159280292,0,nan,nan,1
111159280511,1,nan,nan,5
111159280517,0,nan,nan,7
111159280518,1,nan,nan,2
111159280610,0,nan,nan,1
111159280712,1,nan,nan,5
111159280795,0,nan,nan,4
111159280991,0,nan,nan,4
111159284612,1,nan,nan,5
111159285195,0,nan,nan,8
111159285316,0,male,90,2
111159285513,0,nan,nan,1
111159285591,0,nan,nan,2
111159285717,0,nan,nan,1
111159285819,1,nan,nan,2
111159285890,0,female,nan,0
111159285915,0,nan,nan,16
111159313013,1,nan,nan,2
111159313017,0,nan,nan,0
111159313294,0,nan,nan,2
111159313295,0,nan,nan,2
111159313393,0,male,70,2
111159313498,0,female,nan,1
111159313590,0,nan,nan,12
111159313599,0,nan,nan,2
111159313693,0,nan,nan,1
111159313697,1,male,80,2
111159313715,0,nan,nan,16
111159313795,0,nan,nan,2
111159313817,1,nan,nan,2
111159313915,0,female,nan,0
111159316191,0,nan,nan,4
111159316315,0,nan,nan,5
111159316919,0,nan,nan,2
111159346252,0,nan,nan,0
111159380015,0,nan,nan,4
111159380616,0,female,nan,28
111159380690,0,nan,nan,13
111159385110,0,nan,nan,1
111159385116,0,nan,nan,15
111159385295,0,female,nan,2
111159385593,0,female,nan,2
111159385616,0,nan,nan,1
111159385716,0,nan,nan,0
111159385912,0,nan,nan,2
111159385919,0,female,nan,0
111159413014,0,nan,nan,12
111159413091,0,nan,nan,13
111159413192,1,nan,nan,1
111159413193,0,male,nan,2
111159413194,0,nan,nan,11
111159413219,0,nan,nan,1
111159413296,0,nan,nan,4
111159413414,0,nan,nan,1
111159413493,0,nan,nan,1
111159413512,0,nan,nan,8
111159413610,0,female,80,0
111159413693,0,nan,nan,1
111159413710,0,nan,nan,1
111159413794,0,nan,70,1
111159413819,0,nan,nan,2
111159416112,0,nan,nan,17
111159416318,0,male,nan,0
111159416996,0,nan,nan,0
111159446051,0,male,nan,7
111159480098,0,nan,nan,26
111159480099,0,male,nan,4
111159485018,0,nan,nan,4
111159485090,0,nan,nan,4
111159485094,0,male,nan,0
111159485210,0,nan,nan,1
111159485292,0,male,nan,1
111159485414,0,nan,nan,2
111159485615,0,nan,nan,4
111159485712,0,female,nan,12
111159485796,0,nan,nan,15
111159485797,0,nan,nan,14
111159485914,0,nan,nan,12
111159485992,0,nan,nan,1
111159513095,0,nan,nan,12
111159513096,0,female,70,7
111159513212,0,female,nan,8
111159513310,0,female,nan,7
111159513599,1,nan,nan,26
111159513697,0,nan,nan,14
111159513713,0,nan,nan,1
111159513816,0,female,nan,16
111159516118,1,nan,nan,4
111159516911,0,nan,nan,2
111159516917,0,nan,nan,4
111159548356,0,nan,nan,1
111159580210,0,female,nan,7
111159580699,0,male,nan,2
111159580711,0,nan,nan,12
111159585092,0,male,70,7
111159585099,0,nan,nan,2
111159585115,0,nan,nan,1
111159585195,0,nan,nan,17
111159585291,0,nan,nan,9
111159585319,1,female,nan,0
111159585411,0,male,nan,2
111159585617,1,female,nan,11
111159585710,0,female,nan,1
111159585712,0,male,nan,2
111159585816,0,nan,nan,11
111159585892,1,female,nan,2
111159613094,0,nan,nan,1
111159613397,0,nan,nan,0
111159613497,0,nan,nan,4
111159613517,0,nan,nan,7
111159613518,0,nan,nan,17
111159613598,1,nan,nan,4
111159613714,0,nan,nan,1
111159613911,0,female,nan,1
111159613916,0,nan,nan,1
111159613990,0,male,nan,2
111159613991,1,male,nan,0
111159613995,0,male,nan,12
111159613996,0,nan,nan,2
111159616311,0,nan,nan,26
111159616997,0,nan,nan,10
111159616999,0,nan,nan,2
111159685013,1,nan,nan,7
111159685110,0,nan,nan,4
111159685419,0,nan,nan,16
111159685491,0,female,nan,1
111159685599,0,nan,nan,2
111159685612,0,nan,nan,2
111159685716,0,male,nan,0
111159685792,0,nan,nan,1
111159685817,0,nan,nan,0
111159685910,0,nan,nan,2
111159713011,0,nan,nan,7
111159713214,0,male,90,2
111159713294,0,nan,nan,4
111159713299,0,nan,nan,18
111159713399,0,male,00,1
111159713495,0,nan,nan,1
111159713715,1,nan,80,1
111159713798,0,nan,nan,2
111159713912,0,male,nan,0
111159713914,0,nan,nan,1
111159716996,0,female,80,0
111159746855,0,nan,nan,1
111159748352,0,nan,nan,15
111159785014,0,female,90,4
111159785016,0,nan,nan,22
111159785118,1,nan,nan,4
111159785290,0,nan,nan,12
111159785296,0,female,80,1
111159785514,0,nan,nan,1
111159785590,1,nan,nan,2
111159785615,0,nan,nan,1
111159785810,0,nan,nan,4
111159785893,0,female,nan,8
111159785990,0,nan,nan,8
111159785997,0,nan,nan,0
111159785998,0,female,nan,0
111159813313,1,nan,nan,7
111159813318,0,nan,nan,1
111159813794,0,nan,nan,2
111159813816,0,nan,nan,12
111159813892,0,nan,nan,7
111159813897,0,nan,nan,17
111159813995,0,nan,nan,8
111159816115,0,nan,nan,1
111159816190,1,male,nan,0
111159816192,0,male,nan,0
111159816196,0,nan,nan,1
111159816319,1,nan,nan,7
111159816995,1,female,90,6
111159846050,1,nan,nan,1
111159885014,0,female,nan,2
111159885094,0,nan,nan,2
111159885099,0,nan,nan,7
111159885194,1,nan,nan,2
111159885198,0,female,nan,1
111159885310,0,male,80,4
111159885319,0,nan,nan,12
111159885494,0,nan,nan,5
111159885519,0,nan,nan,4
111159885593,0,nan,nan,4
111159885710,1,nan,nan,1
111159885892,0,nan,nan,19
111159885990,0,nan,nan,2
111159913016,0,nan,nan,17
111159913018,0,female,nan,10
111159913110,0,nan,nan,8
111159913197,0,female,80,17
111159913311,0,nan,nan,0
111159913317,0,male,nan,2
111159913699,0,nan,nan,1
111159913794,0,nan,nan,1
111159913895,1,nan,nan,2
111159916110,0,nan,nan,4
111159916114,0,nan,nan,2
111159916190,0,nan,nan,2
111159916191,0,nan,nan,0
111159916319,0,nan,70,0
111159916990,1,female,nan,0
111159948357,0,male,nan,0
111159948551,0,nan,nan,2
111159948751,0,nan,nan,8
111159980615,0,nan,nan,14
111159980616,0,nan,nan,1
111159980695,0,nan,nan,7
111159985112,0,nan,nan,18
111159985199,0,nan,nan,4
111159985293,0,male,nan,1
111159985317,1,nan,nan,2
111159985493,0,nan,nan,10
111159985613,0,nan,nan,7
111159985692,0,female,nan,4
111159985714,0,female,80,1
111159985718,0,female,80,13
111159985919,0,nan,nan,1
111159985997,0,nan,nan,1
111159985999,0,nan,nan,12
111190013016,0,male,60,18
111190013017,0,nan,nan,2
111190013110,0,nan,nan,13
111190013314,0,nan,nan,12
111190013317,0,male,nan,14
111190013495,0,nan,nan,7
111190013591,0,female,nan,0
111190013594,0,male,nan,24
111190013790,0,female,nan,1
111190013898,0,male,70,2
111190016114,0,male,nan,0
111190016194,0,nan,nan,29
111190016315,0,nan,nan,1
111190016318,1,female,nan,8
111190016395,0,male,nan,2
111190016996,1,nan,nan,4
111190085610,0,female,nan,2
111190085615,0,nan,nan,1
111190313018,0,female,70,1
111190313094,1,female,nan,1
111190313097,0,nan,nan,4
111190313212,0,nan,nan,1
111190313296,0,female,nan,2
111190313415,0,nan,nan,2
111190313418,0,female,nan,2
111190313495,0,female,nan,0
111190313790,0,nan,nan,7
111190316113,1,female,nan,2
111190316194,0,nan,nan,1
111190316312,0,nan,nan,14
111190413297,0,female,70,1
111190413417,0,male,60,12
111190413619,0,nan,nan,0
111190413793,0,nan,nan,12
111190416112,0,nan,nan,2
111190416119,0,nan,nan,2
111190416310,0,nan,nan,1
111190513012,0,nan,nan,1
111190513014,0,nan,nan,0
111190513111,0,nan,nan,1
111190513297,1,female,nan,4
111190513513,0,nan,nan,2
111190513595,0,nan,nan,8
111190513699,0,male,nan,7
111190513994,0,male,nan,1
111190516116,0,nan,nan,0
111190516394,0,nan,nan,1
111190516395,0,nan,nan,4
111190516994,0,male,nan,1
111190613017,0,male,70,1
111190613118,0,female,nan,4
111190613217,0,nan,nan,1
111190613492,0,nan,nan,2
111190613499,0,nan,nan,1
111190613597,0,female,nan,7
111190613612,0,nan,nan,7
111190613710,0,male,nan,1
111190613893,0,nan,nan,16
111190613913,0,nan,nan,12
111190613916,1,nan,nan,1
111190616190,0,male,nan,0
111190616193,0,nan,nan,1
111190616318,1,male,nan,2
111190685212,1,nan,nan,1
111190713210,0,male,nan,4
111190713218,0,nan,nan,2
111190713410,0,male,nan,15
111190713510,0,male,nan,1
111190713599,0,nan,nan,12
111190713692,0,nan,nan,12
111190713695,0,nan,nan,13
111190713710,0,female,nan,4
111190713715,0,male,60,1
111190713996,0,male,nan,8
111190716190,0,female,nan,4
111190716195,0,nan,nan,1
111190813092,0,female,nan,2
111190813110,0,nan,nan,1
111190813117,0,nan,nan,3
111190813192,0,female,nan,4
111190813216,0,nan,nan,1
111190813317,0,male,nan,0
111190813417,0,nan,nan,4
111190813512,0,female,nan,1
111190813595,0,female,nan,1
111190813597,0,nan,nan,1
111190813613,0,male,nan,0
111190813794,0,female,nan,4
111190816117,0,nan,nan,2
111190816198,0,nan,nan,27
111190816917,0,nan,nan,4
111190885117,0,nan,nan,1
111190885191,0,nan,nan,1
111190885212,0,female,nan,4
111190885215,0,nan,nan,1
111190885299,0,nan,nan,7
111190885598,0,nan,nan,2
111190885619,0,female,nan,7
111190885793,0,female,nan,22
111190885815,1,female,nan,2
111190885912,0,nan,nan,4
111190885914,0,female,nan,10
111190913096,0,female,nan,15
111190916990,0,nan,nan,5
111190916996,0,male,70,1
111191013016,0,nan,nan,12
111191013213,0,nan,nan,1
111191013295,0,female,nan,1
111191013298,0,male,nan,1
111191013611,0,female,nan,10
111191013614,0,female,nan,1
111191013710,0,nan,nan,3
111191013810,0,male,nan,0
111191016196,0,male,nan,12
111191016399,0,female,nan,10
111191113211,1,female,60,16
111191113294,0,nan,nan,5
111191113612,0,male,80,1
111191113710,1,female,nan,0
111191113891,1,nan,nan,9
111191113892,1,female,nan,1
111191116318,0,nan,nan,2
111191116911,0,female,nan,0
111191116993,0,male,70,1
111191213411,0,female,nan,1
111191213492,0,male,nan,8
111191213694,0,male,nan,0
111191213791,1,nan,nan,5
111191213793,0,female,nan,8
111191213798,0,nan,nan,2
111191213817,0,female,nan,1
111191216191,1,female,nan,1
111191216194,0,nan,nan,4
111191216318,0,nan,70,0
111191216991,0,nan,nan,0
111191216993,1,nan,nan,2
111191313011,1,male,nan,1
111191313216,0,male,nan,4
111191313295,0,male,nan,0
111191313297,0,nan,nan,0
111191316313,1,male,nan,4
111191316318,0,female,nan,6
111191316990,0,female,60,1
111191413295,1,female,nan,2
111191413414,0,female,nan,4
111191413695,0,nan,nan,12
111191413711,0,nan,nan,7
111191413714,0,female,nan,8
111191413794,0,nan,nan,2
111191413796,0,nan,nan,13
111191416111,1,female,nan,0
111191416119,0,nan,nan,13
111191416191,0,nan,nan,0
111191416198,0,male,nan,2
111191416395,0,male,nan,7
111191513014,0,female,nan,2
